Jobtitle,City,Date,Company,Skills,Profesion,Education,Salary,Jobs,Candidates,Copy
['Analista Programador/a Power Apps'],Online,26/09/2024,Serem,"['power platform', 'power apps']",Analista Programador,GS,30000.0,1,23,2024/09/29
['Desarrollador/a Front End'],Valladolid,26/09/2024,Serem,"['java', 'sql', 'angular', 'git', 'jenkins', 'selenium']",Programador,Universidad,21000.0,2,13,2024/09/29
['Desarrollador Senior Java (versiones +11)'],Online,26/09/2024,Krell Consulting & Training,"['java', 'react', 'microservicios', '.net', 'api', 'docker']",Programador,GM,33000.0,1,2,2024/09/29
['Desarrollador/a  SSIS/SSRS'],Online,26/09/2024,Arelance,"['ssis', 'ssrs', 'sql', 'sql server']",Analista Programador,GM,34500.0,1,11,2024/09/29
['Security Operations Management CASB'],Online,26/09/2024,CMV Consultores,"['dast', 'sca', 'sast', 'security gates', 'agile', 'devops']",Jefe de Proyecto,GS,no disponible,1,7,2024/09/29
['UiPath RPA Developer Junior'],Online,26/09/2024,Second Window,"['uipath', 'rpa']",Programador,GS,no disponible,1,48,2024/09/29
['Administrador/a IIS'],Madrid,26/09/2024,Serem,"['iis', 'windows', '365']",Administrador,GS,no disponible,1,52,2024/09/29
['TÃ©cnico microinformÃ¡tica'],Cadiz,26/09/2024,Pulsia Technology,"['microinformatica', 'itil']",Soporte TÃ©cnico,No disponible,no disponible,1,66,2024/09/29
['Pràctiques Programació'],Girona,26/09/2024,Nextret,"['java', 'spring', 'angular', 'php']",Programador,Sin estudios,no disponible,1,2,2024/09/29
['QA Engineer - UiPath'],Malaga,26/09/2024,Arelance,"['qa', 'uipath', 'selenium', 'sql']",Tester,GM,no disponible,1,14,2024/09/29
['Analista Programador PL/SQL'],Madrid,26/09/2024,Serem,"['oracle', 'pl/sql', 'oracle forms', 'reports']",Analista Programador,GS,no disponible,1,32,2024/09/29
['Consultor/a SuccessFactors'],Online,26/09/2024,Serem,"['sap', 'successfactors']",Analista,GS,no disponible,1,11,2024/09/29
['Analista Tecnico C# .NET SAPBusinessOne'],Barcelona,26/09/2024,Axalpha Consulting,"['c#', '.net']",Analista Programador,GS,no disponible,3,34,2024/09/29
['Consultor/a Senior de SAC Planning'],Online,26/09/2024,Serem,"['sac planning', 'opex', 'capex']",Consultor,GS,no disponible,1,2,2024/09/29
['Técnico/a Workplace'],Barcelona,26/09/2024,PSS,"['sharepoint', 'active directory', 'workplace']",Soporte Técnico,ESO,22500.0,1,32,2024/09/29
['Administrador/a Linux (Teletrabajo)'],Online,26/09/2024,PSS,"['linux', 'vmware']",Administrador,ESO,no disponible,1,409,2024/09/29
['Administrador/a VMware'],Barcelona,26/09/2024,PSS,"['vmware', 'windows', 'veeam']",Administrador,GM,no disponible,1,29,2024/09/29
['Senior Software Engineer'],Bizkaia,26/09/2024,Michael Page,"['.net', 'c#', 'sql']",Programador,No disponible,no disponible,1,4,2024/09/29
['Software Engineer'],Gipuzkoa,26/09/2024,Michael Page,"['.net', 'sql']",Programador,No disponible,no disponible,1,1,2024/09/29
['DevOps Engineer Jr. (100% Remoto)'],Online,26/09/2024,Bcnc Group,"['terraform', 'jenkins', '.net', 'ansible', 'azure', 'python', 'bash', 'linux', 'mongo db', 'elasticsearch', 'elk', 'prometheus.']",DevOps,GS,no disponible,1,153,2024/09/29
['Analista Programador/a Vue.js'],Online,26/09/2024,Serem,"['vue.js', 'gcp']",Analista Programador,GS,no disponible,1,37,2024/09/29
['Junior web developer'],Online,26/09/2024,Michael Page,"['html', 'css', 'javascript']",Desarrollador Web,No disponible,24000.0,1,233,2024/09/29
['IT Architect'],Malaga,26/09/2024,Michael Page,['informatica'],Arquitecto TIC,No disponible,no disponible,1,1,2024/09/29
['Desarrollador Swift-Angular'],Barcelona,26/09/2024,Page Personnel,"['swift', 'angular']",Programador,No disponible,no disponible,1,2,2024/09/29
['Adobe Campaign Developer'],Madrid,26/09/2024,Page Personnel,['adobe campaign'],Marketing,No disponible,46500.0,1,0,2024/09/29
['Analista programador'],Madrid,26/09/2024,Serem,"['java', 'sql', 'oracle', 'git', 'api', 'soap']",Analista Programador,GM,no disponible,1,10,2024/09/29
['Técnico/a de soporte'],Madrid,26/09/2024,Serem,"['soporte', 'windows', 'linux', 'da', '365', 'servicenow', 'jira', 'remedy', 'mantis']",Helpdesk,GS,no disponible,1,196,2024/09/29
['Project Manager Agile / Inglés C1'],Online,26/09/2024,PANEL Sistemas Informáticos,"['agile', 'scrum']",Jefe de Proyecto,GS,no disponible,1,55,2024/09/29
['Scrum Master'],Online,26/09/2024,Krell Consulting & Training,"['scrum', 'lean', 'kanban', 'java', 'javascript', 'jira', 'microservicios', 'api', 'excel', 'confluence']",Jefe de Equipo,Universidad,no disponible,1,19,2024/09/29
['Programador/a JAVA-Spring.Sector seguros'],Online,26/09/2024,Krell Consulting & Training,"['java', 'sql', 'spring', 'oracle']",Programador,GS,28500.0,1,23,2024/09/29
['Analista - Fraude Bancario.'],Madrid,26/09/2024,Serem,"['python', 'fraude', 'sql', 'r']",Analista,Universidad,no disponible,1,47,2024/09/29
['Desarrollador Senior Power BI'],Online,26/09/2024,NPR Spain,"['power bi', 'dax studio']",Big Data,GM,no disponible,1,70,2024/09/29
['Software Development Engineer in Test'],Online,26/09/2024,PANEL Sistemas Informáticos,"['java', 'git', 'jira', 'microservicios', 'api', 'jenkins', 'rest', 'jmeter']",Jefe de Proyecto,GS,no disponible,1,14,2024/09/29
['Desarrollador Senior iOS (Inglés B2)'],Online,26/09/2024,Krell Consulting & Training,"['ios', 'switf', 'xcode']",Desarrollador Móvil,GM,no disponible,1,31,2024/09/29
['Administrador/a de Redes'],Madrid,26/09/2024,Serem,"['.net', 'palo alto', 'f5']",Redes,Universidad,no disponible,1,27,2024/09/29
['Analista GIS'],Madrid,26/09/2024,Serem,"['gis', 'python']",Analista,Universidad,no disponible,1,15,2024/09/29
['Tècnic/a Customer Care'],Online,26/09/2024,CDmon,"['linux', 'bash', 'prestashop', 'wordpress']",Helpdesk,GM,no disponible,1,158,2024/09/29
['Ingeniero/a C++'],Madrid,26/09/2024,ENYSE,"['c plus', 'c', 'i+d']",Programador,Universidad,no disponible,1,54,2024/09/29
['Consultor de Ciberseguridad PKI'],Madrid,26/09/2024,Baoss,"['ciberseguridad', 'pki', 'firma electronica']",Ciberseguridad,GS,no disponible,1,36,2024/09/29
['Técnico de soporte'],Madrid,26/09/2024,Krell Consulting & Training,"['linux', 'soporte']",Soporte Técnico,Sin estudios,no disponible,1,21,2024/09/29
['Senior FullStack Angular/NodeJS'],Online,26/09/2024,Grupo Sermicro,"['node.js', 'angular', 'mongo db']",Analista Programador,GS,no disponible,1,110,2024/09/29
['API Support Specialist'],Online,26/09/2024,Bcnc Group,"['java', 'python', 'api', 'rest', 'javascript', 'linux', 'git', 'microservicios', 'soporte']",Soporte Tﾃｩcnico,No disponible,no disponible,1,33,2024/09/29
['Programador/a Java APX Teletrabajo'],Madrid,26/09/2024,CMV Consultores,"['java', 'spring', 'junit', 'mockito', 'git', 'jenkins']",Programador,GM,21000.0,1,15,2024/09/29
['Full Stack Developer (Ingles C1)'],Madrid,26/09/2024,Krell Consulting & Training,"['java', 'aws', 'angular', 'spring', 'api']",Programador,ESO,no disponible,1,12,2024/09/29
['Desarrollador Front End'],Gipuzkoa,26/09/2024,HAYS,"['javascript', 'sql']",Programador,No disponible,no disponible,1,8,2024/09/29
['IT Expert Application Integration'],Barcelona,26/09/2024,Michael Page,['integraciones'],Soporte Técnico,No disponible,no disponible,1,0,2024/09/29
['Development Engineer'],Valencia,26/09/2024,Grupo Sermicro,"['php', 'android', 'ios']",Desarrollador Móvil,Universidad,no disponible,1,134,2024/09/29
['Programador/a Spring Batch'],Online,26/09/2024,Krell Consulting & Training,"['java', 'spring', 'oracle', 'git']",Desarrollador Web,ESO,30000.0,1,12,2024/09/29
['Data Engineer AWS Snowflake'],Barcelona,26/09/2024,Serem,"['snowflake', 'aws', 'python', 'sql']",Big Data,GS,no disponible,1,15,2024/09/29
['Data Engineer Spark Scala'],Online,26/09/2024,Serem,"['spark', 'scala', 'hive', 'git']",Big Data,GS,no disponible,1,17,2024/09/29
['Desarrollador/a ASO/APX'],Online,26/09/2024,Serem,"['aso', 'apx', 'java']",Programador,GS,no disponible,1,26,2024/09/29
['Software Business Analyst'],Madrid,26/09/2024,Michael Page,['analisis funcional'],Analista,No disponible,37500.0,1,5,2024/09/29
['Programador/a Senior PHP'],A Coruna,26/09/2024,Digital Talent Agency,['php'],Programador,GS,no disponible,1,11,2024/09/29
['Continuous Improvement Manager'],Barcelona,26/09/2024,Michael Page,"['ci', 'six sigma']",Ingenieros/Industria,No disponible,no disponible,1,1,2024/09/29
['Presales Business Analyst'],Valencia,26/09/2024,Michael Page,['software'],Consultor,No disponible,33000.0,1,2,2024/09/29
['Ingeniero de Diseño Junior'],Gipuzkoa,26/09/2024,Michael Page,"['catia', '3d']",Ingenieros/Industria,No disponible,no disponible,1,3,2024/09/29
['Analista Programador Java Fullstack'],Madrid,26/09/2024,Social You,"['java', 'sql', 'javascript', 'angular', 'spring', 'git', '.net', 'microservicios', 'typescript', 'node.js', 'hibernate']",Analista Programador,GS,34500.0,1,13,2024/09/29
['Director General de Operaciones'],Valencia,26/09/2024,Michael Page,['project manager'],Jefe de Proyecto,No disponible,no disponible,1,3,2024/09/29
['Supply Quality Assurance Manager'],Alava,26/09/2024,Michael Page,['calidad'],Sistemas de Calidad,No disponible,no disponible,1,0,2024/09/29
['Project Manager - Empresa Integradora'],La Rioja,26/09/2024,Michael Page,['project manager'],Jefe de Proyecto,No disponible,no disponible,1,2,2024/09/29
['Industrial Equipment Leader'],Girona,26/09/2024,Michael Page,"['iatf', 'iso']",Ingenieros/Industria,No disponible,46500.0,1,0,2024/09/29
['Storage Engineer'],Valencia,26/09/2024,Michael Page,['.net'],Soporte Técnico,No disponible,no disponible,1,1,2024/09/29
['Desarrollo Productos ingeniería'],Gipuzkoa,26/09/2024,HAYS,"['autocad', 'solidworks']",Ingenieros/Industria,No disponible,no disponible,1,0,2024/09/29
['Técnico/a Hardware'],Valencia,26/09/2024,Arelance,"['sun', 'solaris', 'emc', 'vmware']",Técnico de Sistemas,GS,no disponible,2,25,2024/09/29
['Desarrollador Back-End'],Madrid,26/09/2024,Krell Consulting & Training,"['java', 'spring', 'api', 'soap']",Desarrollador Web,GM,no disponible,1,39,2024/09/29
['3 Helpdesk conocimientos JAVA'],A Coruna,26/09/2024,Krell Consulting & Training,"['java', 'itil', 'helpdesk']",Helpdesk,GS,no disponible,3,15,2024/09/29
['DevOps - Openshift'],Madrid,26/09/2024,PANEL Sistemas Informáticos,"['openshift', 'middleware']",Analista Programador,GS,no disponible,1,6,2024/09/29
['Desarrolladores Natural Adabas'],Madrid,26/09/2024,PANEL Sistemas Informáticos,"['natural', 'adabas']",Analista,GS,no disponible,1,12,2024/09/29
['Programador Java (18 meses)'],Madrid,26/09/2024,Second Window,"['java', 'spring', 'struts', 'oracle', 'mysql', 'jenkins', 'git', 'jdbc']",Programador,GM,no disponible,1,132,2024/09/29
['Desarrollador/a Drupal'],Online,26/09/2024,Serem,"['drupal', 'php', 'html', 'css', 'git']",Desarrollador Móvil,GS,no disponible,1,32,2024/09/29
['Fullstack Developer'],Madrid,26/09/2024,Krell Consulting & Training,"['java', 'tomcat', 'jsp', 'xml', 'struts', 'jsf', 'spring', 'hibernate', 'apache cordova', 'javascript.']",Analista Programador,GM,no disponible,4,35,2024/09/29
['QA tester Selenium'],Online,26/09/2024,Krell Consulting & Training,"['qa', 'testing', 'selenium']",Tester,Sin estudios,28500.0,1,84,2024/09/29
['Técnicos de Software Configuradores'],Madrid,26/09/2024,Invoin,"['sql', 'python', 'php', 'jenkins', 'base de datos', 'bat']",Técnico Software,GS,no disponible,2,73,2024/09/29
['Consultor Senior SAP MM / SD'],Madrid,26/09/2024,Capgemini,"['sap', 's4hana']",Consultor,Certificado de Profesionalidad,no disponible,1,39,2024/09/29
['DevOps Engineer-AWS'],Barcelona,26/09/2024,Krell Consulting & Training,"['python', 'aws', 'terraform', 'devops']",DevOps,GS,40500.0,1,3,2024/09/29
['Analista funcional - IMM Contrapartida'],Online,26/09/2024,Second Window,"['sql', 'agile']",Analista,GM,34500.0,1,49,2024/09/29
['Técnico/a Cau con inglés'],Salamanca,26/09/2024,Grupo Sermicro,"['ticketing', 'sistemas operativos']",Helpdesk,GM,no disponible,1,27,2024/09/29
['Técnico Microinformática'],Sevilla,26/09/2024,Pulsia Technology,['microinformatica'],Soporte Técnico,GS,16000.0,1,155,2024/09/29
['Business Analyst Análisis de Datos'],Online,26/09/2024,Krell Consulting & Training,"['data', 'bi']",Analista,Universidad,40500.0,1,40,2024/09/29
['Desarrollador Senior Backend C/C++/Java'],Madrid,26/09/2024,Invoin,"['c', 'c plus', 'java', 'sql', 'visual studio', 'eclipse', 'subversion', 'svn', 'sql server', 'oracle', 'mysql', 'postgresql']",Desarrollador Web,Universidad,no disponible,3,61,2024/09/29
['Desarrollador/a Java / JSF / Spring'],Online,26/09/2024,PANEL Sistemas Informáticos,"['java', 'linux', 'oracle', 'spring', 'jsf', 'jpa']",Analista Programador,GS,no disponible,1,39,2024/09/29
['Administrador de Sistemas IT'],Madrid,26/09/2024,Invoin,"['cloud', 'aws', 'vmware', 'hyper v', 'oci']",Técnico de Sistemas,Universidad,no disponible,5,152,2024/09/29
['Cyber Threat Survillance'],Online,26/09/2024,Second Window,"['ciberseguridad', 'cyber threats']",Ciberseguridad,GM,34500.0,1,98,2024/09/29
['Ingeniero de soporte'],Barcelona,26/09/2024,Krell Consulting & Training,"['soporte', 'redes', 'software', 'sistemas operativos']",Helpdesk,Sin estudios,no disponible,2,55,2024/09/29
['Especialista en ciberseguridad'],Online,26/09/2024,Serem,['prisma access.'],Ciberseguridad,ESO,no disponible,1,58,2024/09/29
['Ingeniero Senior desarrollo C/C++'],Online,26/09/2024,Arelance,"['c', 'c plus', 'ada', 'sql', 'git', 'jira']",Analista Programador,Universidad,42000.0,2,70,2024/09/29
['Técnico de Redes Onsite'],Madrid,26/09/2024,Invoin,"['cisco', 'ccnp', 'ccna', 'cpd']",Redes,GS,no disponible,3,51,2024/09/29
['Desarrollador senior .Net (REMOTO)'],Online,26/09/2024,Krell Consulting & Training,"['.net', 'sqlserver']",Programador,No disponible,no disponible,1,138,2024/09/29
['Técnico/a Senior Jira y Confluence'],Online,26/09/2024,Tuyú Technology,"['confluence', 'jira', '.net', 'soporte']",Soporte Técnico,GS,19500.0,1,11,2024/09/29
['Desarrollador Web'],Madrid,26/09/2024,Invoin,"['react', 'redux', 'typescript', 'javascript', 'css', 'html', 'node.js', 'go', '.net', 'soap', 'rest', 'sql server', 'mysql postgresql']",Desarrollador Web,Universidad,no disponible,10,267,2024/09/29
['Arquitectos de Soluciones Banca / Pagos'],Online,26/09/2024,PANEL Sistemas Informáticos,"['bian', 'togaf', 'archimate', 'aws']",Arquitecto TIC,GS,no disponible,1,10,2024/09/29
['Coordinador/a  cableado e instalaciones'],Valencia,26/09/2024,Grupo Sermicro,['cableado'],Soporte Técnico,GS,no disponible,1,73,2024/09/29
['Arquitecto/a de datos'],Madrid,26/09/2024,Serem,"['data', 'aws', 'azure']",Arquitecto TIC,GM,no disponible,1,62,2024/09/29
['Analista programador .NET Remoto'],Online,26/09/2024,Krell Consulting & Training,"['.net', 'c#']",Analista Programador,No disponible,no disponible,1,210,2024/09/29
['TÃ©cnico informÃ¡tico NOC (con italiano)'],Cordoba,26/09/2024,OFG,"['ip', 'linux', 'bash', 'jira', 'zabbix']",Soporte TÃ©cnico,No disponible,no disponible,1,4,2024/09/29
['Técnico TELECO (Red móvil)-Zona Norte'],Burgos,26/09/2024,OFG,"['4g', '5g', 'ericsson', 'telco']",Ingenieros/Industria,GM,no disponible,5,27,2024/09/29
['Devops Infraestructura (Kubernetes) Teletrabajo'],Madrid,26/09/2024,Second Window,"['aws', 'azure', 'terraform', '.net', 'docker', 'ci/cd']",DevOps,Universidad,no disponible,1,25,2024/09/29
['FullStack Developer (Inglés C1). Teletrabajo'],Madrid,26/09/2024,Second Window,"['java', 'spring', 'angular']",Desarrollador Web,GM,no disponible,1,20,2024/09/29
['Ingeniero/a de redes'],Online,26/09/2024,Krell Consulting & Training,"['sd wan', 'silver peak', 'redes']",Redes,GS,no disponible,2,28,2024/09/29
['Programador/a Java + C# (100% REMOTO)'],Online,26/09/2024,Digital Talent Agency,"['java', 'spring', 'c', 'c#', 'git', '.net', 'microservicios']",Desarrollador Web,GS,30000.0,1,109,2024/09/29
"['PMO (Hibrido, Spain)']",Barcelona,26/09/2024,PSS,"['pmo', 'product owner']",Jefe de Proyecto,GS,no disponible,1,35,2024/09/29
['Desarrolladores Seniors'],Madrid,26/09/2024,Dev&del,"['java', 'spring', 'git', 'microservicios', 'jenkins', 'agile', 'cloud', 'openshift', 'junit', 'sonarqube']",Analista Programador,GS,no disponible,1,18,2024/09/29
['Programador COBOL/CICS/DB2'],Online,26/09/2024,PSS,"['oracle', 'cobol', 'db2', 'unix', 'jcl', 'ios']",Analista Programador,GS,28500.0,10,19,2024/09/29
['Desarrollador/a Java con microservicios'],Online,26/09/2024,Second Window,"['java', 'microservicios', 'spring']",Analista Programador,GS,36000.0,1,109,2024/09/29
['Teleoperador/a con Francés'],Sta. Cruz De Tenerife,26/09/2024,Serem,['servicedesk'],Helpdesk,ESO,17000.0,15,3,2024/09/29
['Programador Senior .NET'],Madrid,26/09/2024,Arelance,"['.net', 'c#', 'javascript', 'sql', 'docker', 'git', 'jenkins', 'gcp', 'splunk']",Analista Programador,GS,33000.0,2,24,2024/09/29
['Arquitecto Cloud - Lambdas Python'],Online,26/09/2024,PANEL Sistemas Informáticos,"['cloud', 'python', 'aws']",Arquitecto TIC,GS,no disponible,1,29,2024/09/29
['Instalador Electromecánico'],Madrid,26/09/2024,PANEL Sistemas Informáticos,"['electromecanicos', 'cableados de rack', 'equipos de radiofrecuencia', 'conectorizacion', 'redes', 'ingles']",Electrónica,GS,no disponible,1,23,2024/09/29
['Analista Programador/Data Scientist/BI'],Madrid,26/09/2024,Invoin,"['node.js', 'javascript', 'react', 'html', 'css', 'sql', 'tsql', 'psql', 'big data', 'python', 'rest', 'etl', 'apache spark']",Analista Programador,Universidad,no disponible,3,108,2024/09/29
['Desarrollador/a fullstack'],Online,26/09/2024,Tuyú Technology,"['java', 'javascript', 'angular', 'spring', 'html', 'jira', 'microservicios', 'css']",Desarrollador Web,GS,34500.0,1,33,2024/09/29
['Fullstack .Net remoto'],Madrid,26/09/2024,PSS,"['.net', 'c#', 'javascript', 'oracle', 'html']",Programador,ESO,27000.0,1,21,2024/09/29
['Desarrollador/a RPG AS/400. Gran Bilbao'],Bizkaia,26/09/2024,ECNA,"['rpg', 'as/400 db2', 'transact sql']",Analista Programador,GS,no disponible,1,9,2024/09/29
['Técnico en Google Cloud y Apigee'],Madrid,26/09/2024,Krell Consulting & Training,"['google cloud', 'api']",Técnico de Sistemas,Sin estudios,no disponible,1,13,2024/09/29
['Ingeniero/a AWS (Inglés C1)'],Online,26/09/2024,Second Window,"['aws', 'terraform', 'docker', '.net']",DevOps,Universidad,42000.0,1,25,2024/09/29
['Desarrollador/a PHP Laravel'],Barcelona,26/09/2024,Tuyú Technology,"['php', 'laravel', 'css', 'sql']",Desarrollador Web,GS,19500.0,1,53,2024/09/29
['Desarrollador Senior ASO & APX'],Online,26/09/2024,Krell Consulting & Training,"['java', 'apx', 'aso']",Desarrollador Web,Otros titulos,39000.0,1,36,2024/09/29
['Desarrollador .Net'],Madrid,26/09/2024,Krell Consulting & Training,"['.net', 'c#']",Analista Programador,GM,no disponible,1,86,2024/09/29
['Desarrollador/a Senior Python'],Barcelona,26/09/2024,Arelance,"['python', 'aws', 'microservicios', 'api', 'jenkins', 'cloud']",Analista Programador,GM,49500.0,1,8,2024/09/29
